song,artist,total_phrase,phrase_count,lyric
hurricane,bob dylan,99,51,You think you'd like to play ball with the law
hurricane,bob dylan,99,52,Think it might-a been that fighter that you saw runnin' that night
hurricane,bob dylan,99,53,Don't forget that you are white
hurricane,bob dylan,99,54,Arthur Dexter Bradley said I'm really not sure
hurricane,bob dylan,99,55,The cops said a poor boy like you could use a break
hurricane,bob dylan,99,56,We got you for the motel job and we're talkin' to your friend Bello
hurricane,bob dylan,99,57,You don't wanta have to go back to jail, be a nice fellow
hurricane,bob dylan,99,58,You'll be doin' society a favor
hurricane,bob dylan,99,59,That sonofabitch is brave and gettin' braver
hurricane,bob dylan,99,60,We want to put his ass in stir
hurricane,bob dylan,99,61,We want to pin this triple murder on him
hurricane,bob dylan,99,62,He ain't no Gentleman Jim
hurricane,bob dylan,99,63,Rubin could take a man out with just one punch
hurricane,bob dylan,99,64,But he never did like to talk about it all that much
hurricane,bob dylan,99,65,It's my work, he'd say, and I do it for pay
hurricane,bob dylan,99,66,And when it's over I'd just as soon go on my way
hurricane,bob dylan,99,67,Up to some paradise
hurricane,bob dylan,99,68,Where the trout streams flow and the air is nice
hurricane,bob dylan,99,69,And ride a horse along a trail
hurricane,bob dylan,99,70,But then they took him to the jailhouse
hurricane,bob dylan,99,71,Where they try to turn a man into a mouse
hurricane,bob dylan,99,72,All of Rubin's cards were marked in advance
hurricane,bob dylan,99,73,The trial was a pig-circus, he never had a chance
hurricane,bob dylan,99,74,The judge made Rubin's witnesses drunkards from the slums
hurricane,bob dylan,99,75,To the white folks who watched he was a revolutionary bum
hurricane,bob dylan,99,76,And to the black folks he was just a crazy nigger
hurricane,bob dylan,99,77,No one doubted that he pulled the trigger
hurricane,bob dylan,99,78,And though they could not produce the gun
hurricane,bob dylan,99,79,The D.A. said he was the one who did the deed
hurricane,bob dylan,99,80,And the all-white jury agreed
hurricane,bob dylan,99,81,Rubin Carter was falsely tried
hurricane,bob dylan,99,82,The crime was murder one, guess who testified
hurricane,bob dylan,99,83,Bello and Bradley and they both baldly lied
hurricane,bob dylan,99,84,And the newspapers, they all went along for the ride
hurricane,bob dylan,99,85,How can the life of such a man
hurricane,bob dylan,99,86,Be in the palm of some fool's hand
hurricane,bob dylan,99,87,To see him obviously framed
hurricane,bob dylan,99,88,Couldn't help but make me feel ashamed to live in a land
hurricane,bob dylan,99,89,Where justice is a game
hurricane,bob dylan,99,90,Now all the criminals in their coats and their ties
hurricane,bob dylan,99,91,Are free to drink martinis and watch the sun rise
hurricane,bob dylan,99,92,While Rubin sits like Buddha in a ten-foot cell
hurricane,bob dylan,99,93,An innocent man in a living hell
hurricane,bob dylan,99,94,That's the story of the Hurricane
hurricane,bob dylan,99,95,But it won't be over till they clear his name
hurricane,bob dylan,99,96,And give him back the time he's done
hurricane,bob dylan,99,97,Put in a prison cell, but one time he could-a been
hurricane,bob dylan,99,98,The champion of the world
visions of johanna,bob dylan,37,0,Ain't it just like the night to play tricks when you're tryin' to be so quiet?
visions of johanna,bob dylan,37,1,We sit here stranded, though we're all doin' our best to deny it
visions of johanna,bob dylan,37,2,And Louise holds a handful of rain, temptin' you to defy it
visions of johanna,bob dylan,37,3,Lights flicker from the opposite loft
visions of johanna,bob dylan,37,4,In this room the heat pipes just cough
visions of johanna,bob dylan,37,5,The country music station plays soft
visions of johanna,bob dylan,37,6,But there's nothing, really nothing to turn off
visions of johanna,bob dylan,37,7,Just Louise and her lover so entwined
visions of johanna,bob dylan,37,8,And these visions of Johanna that conquer my mind
visions of johanna,bob dylan,37,9,In the empty lot where the ladies play blindman's bluff with the key chain
visions of johanna,bob dylan,37,10,And the all-night girls they whisper of escapades out on the "D" train
visions of johanna,bob dylan,37,11,We can hear the night watchman click his flashlight
visions of johanna,bob dylan,37,12,Ask himself if it's him or them that's insane
visions of johanna,bob dylan,37,13,Louise, she's all right, she's just near
visions of johanna,bob dylan,37,14,She's delicate and seems like the mirror
visions of johanna,bob dylan,37,15,But she just makes it all too concise and too clear
visions of johanna,bob dylan,37,16,That Johanna's not here
visions of johanna,bob dylan,37,17,The ghost of 'lectricity howls in the bones of her face
visions of johanna,bob dylan,37,18,Where these visions of Johanna have now taken my place
visions of johanna,bob dylan,37,19,Now, little boy lost, he takes himself so seriously
visions of johanna,bob dylan,37,20,He brags of his misery, he likes to live dangerously
visions of johanna,bob dylan,37,21,And when bringing her name up
visions of johanna,bob dylan,37,22,He speaks of a farewell kiss to me
visions of johanna,bob dylan,37,23,He's sure got a lotta gall to be so useless and all
visions of johanna,bob dylan,37,24,Muttering small talk at the wall while I'm in the hall
visions of johanna,bob dylan,37,25,How can I explain?
visions of johanna,bob dylan,37,26,It's so hard to get on
visions of johanna,bob dylan,37,27,And these visions of Johanna, they kept me up past the dawn
visions of johanna,bob dylan,37,28,Inside the museums, infinity goes up on trial
visions of johanna,bob dylan,37,29,Voices echo this is what salvation must be like after a while
visions of johanna,bob dylan,37,30,But Mona Lisa musta had the highway blues
visions of johanna,bob dylan,37,31,You can tell by the way she smiles
visions of johanna,bob dylan,37,32,See the primitive wallflower freeze
visions of johanna,bob dylan,37,33,When the jelly-faced women all sneeze
visions of johanna,bob dylan,37,34,Hear the one with the mustache say, "Jeez, I can't find my knees"
visions of johanna,bob dylan,37,35,Oh, jewels and binoculars hang from the head of the mule
visions of johanna,bob dylan,37,36,But these visions of Johanna, they make it all seem so cruel
spanish harlem incident,bob dylan,24,0,Gypsy gal, the hands of Harlem
spanish harlem incident,bob dylan,24,1,Cannot hold you to its heat
spanish harlem incident,bob dylan,24,2,Your temperature's too hot for taming
spanish harlem incident,bob dylan,24,3,Your flaming feet burn up the street
spanish harlem incident,bob dylan,24,4,I am homeless, come and take me
spanish harlem incident,bob dylan,24,5,To reach of your rattling drums
spanish harlem incident,bob dylan,24,6,Let me know, babe, about my fortune
spanish harlem incident,bob dylan,24,7,Down along my restless palms
spanish harlem incident,bob dylan,24,8,Gypsy gal, you got me swallowed
spanish harlem incident,bob dylan,24,9,I have fallen far beneath
spanish harlem incident,bob dylan,24,10,Your pearly eyes, so fast an' slashing
spanish harlem incident,bob dylan,24,11,An' your flashing diamond teeth
spanish harlem incident,bob dylan,24,12,The night is pitch black, come an' make my
spanish harlem incident,bob dylan,24,13,Pale face fit into place, ah, please
spanish harlem incident,bob dylan,24,14,Let me know, babe, I'm nearly drowning
spanish harlem incident,bob dylan,24,15,If it's you my lifelines trace
spanish harlem incident,bob dylan,24,16,I been wond'rin' all about me
spanish harlem incident,bob dylan,24,17,Ever since I seen you there
spanish harlem incident,bob dylan,24,18,On the cliffs of your wildcat charms I'm riding
spanish harlem incident,bob dylan,24,19,I know I'm 'round you but I don't know where
spanish harlem incident,bob dylan,24,20,You have slayed me, you have made me
spanish harlem incident,bob dylan,24,21,I got to laugh halfways off my heels
spanish harlem incident,bob dylan,24,22,I got to know, babe, will you surround me?
spanish harlem incident,bob dylan,24,23,So I can tell if I'm really real
zen koans gonna rise again,dave van ronk,16,0,In the alleys and doorways of old Greenwich Village
zen koans gonna rise again,dave van ronk,16,1,You can see the lames walking the streets up and down.
zen koans gonna rise again,dave van ronk,16,2,From your tenement top you can drop down your garbage
zen koans gonna rise again,dave van ronk,16,3,And a clyde or a cop may fall dead to the ground.
zen koans gonna rise again,dave van ronk,16,4,You will see bodies burning and faces fire.
zen koans gonna rise again,dave van ronk,16,5,With death on their backs like a john wears a coat.
zen koans gonna rise again,dave van ronk,16,6,For this is satori, the end of desire
zen koans gonna rise again,dave van ronk,16,7,To O.D. in the gutter with a curse in your throat.
zen koans gonna rise again,dave van ronk,16,8,Some are in slams, some are still scuffling,
zen koans gonna rise again,dave van ronk,16,9,(With) Nothing to keep but a twenty cent jones.
zen koans gonna rise again,dave van ronk,16,10,Jiving and boosting while their chicks are out hustling,
zen koans gonna rise again,dave van ronk,16,11,While the ache in their veins whispers death to their bones.
zen koans gonna rise again,dave van ronk,16,12,In the alleys and doorways of old Greenwich Village
zen koans gonna rise again,dave van ronk,16,13,You can see the lames walking the streets up and down.
zen koans gonna rise again,dave van ronk,16,14,From your tenement top you can drop down your garbage
zen koans gonna rise again,dave van ronk,16,15,And a clyde or a cop may fall dead to the ground.
son of a new york gun,gino vannelli,18,0,Jack my friend, he's a busy man
son of a new york gun,gino vannelli,18,1,Trying to hustle an easy buck instead of a good man's dollar
son of a new york gun,gino vannelli,18,2,Oh Jack my buddy he's so goddamn full of money
son of a new york gun,gino vannelli,18,3,Workin' for a funny company for his father
son of a new york gun,gino vannelli,18,4,He got a black satin shirt best you could buy
son of a new york gun,gino vannelli,18,5,And a big fat straw hat to match his white tie
son of a new york gun,gino vannelli,18,6,And a shiny thirty-eight that'll look you straight in your eye
son of a new york gun,gino vannelli,18,7,Jack miraculous he was a' sure spectaculous
son of a new york gun,gino vannelli,18,8,The son of a New York gun
son of a new york gun,gino vannelli,18,9,Look out Jack ...
son of a new york gun,gino vannelli,18,10,He got a black satin shirt best you could buy
son of a new york gun,gino vannelli,18,11,And a big fat straw hat to match his white tie
son of a new york gun,gino vannelli,18,12,And a big twenty-two that'll make you do what he want
son of a new york gun,gino vannelli,18,13,Jack miraculous he was a' sure spectaculous
son of a new york gun,gino vannelli,18,14,The son of a New York gun
son of a new york gun,gino vannelli,18,15,Look out Jack ... Jack miraculous
